x	y	label	showSelected	PANEL
NA	NA	Paraguay	Paraguay	1
NA	NA	Qatar	Qatar	1
NA	NA	Romania	Romania	1
NA	NA	Serbia	Serbia	1
NA	NA	Russian Federation	Russian Federation	1
NA	NA	Rwanda	Rwanda	1
NA	NA	Saudi Arabia	Saudi Arabia	1
NA	NA	Solomon Islands	Solomon Islands	1
NA	NA	Seychelles	Seychelles	1
NA	NA	Sudan	Sudan	1
NA	NA	Sweden	Sweden	1
NA	NA	Singapore	Singapore	1
NA	NA	Slovenia	Slovenia	1
NA	NA	Slovak Republic	Slovak Republic	1
NA	NA	Sierra Leone	Sierra Leone	1
NA	NA	San Marino	San Marino	1
NA	NA	Senegal	Senegal	1
NA	NA	Somalia	Somalia	1
NA	NA	Suriname	Suriname	1
NA	NA	South Sudan	South Sudan	1
NA	NA	Sao Tome and Principe	Sao Tome and Principe	1
NA	NA	El Salvador	El Salvador	1
NA	NA	Sint Maarten (Dutch part)	Sint Maarten (Dutch part)	1
NA	NA	Syrian Arab Republic	Syrian Arab Republic	1
NA	NA	Swaziland	Swaziland	1
NA	NA	Turks and Caicos Islands	Turks and Caicos Islands	1
NA	NA	Chad	Chad	1
NA	NA	Togo	Togo	1
NA	NA	Thailand	Thailand	1
NA	NA	Tajikistan	Tajikistan	1
NA	NA	Timor-Leste	Timor-Leste	1
NA	NA	Turkmenistan	Turkmenistan	1
NA	NA	Tunisia	Tunisia	1
NA	NA	Tonga	Tonga	1
NA	NA	Turkey	Turkey	1
NA	NA	Trinidad and Tobago	Trinidad and Tobago	1
NA	NA	Tuvalu	Tuvalu	1
NA	NA	Tanzania	Tanzania	1
NA	NA	Ukraine	Ukraine	1
NA	NA	Uganda	Uganda	1
NA	NA	United States	United States	1
NA	NA	Uruguay	Uruguay	1
NA	NA	Uzbekistan	Uzbekistan	1
NA	NA	St. Vincent and the Grenadines	St. Vincent and the Grenadines	1
NA	NA	Venezuela, RB	Venezuela, RB	1
NA	NA	Virgin Islands (U.S.)	Virgin Islands (U.S.)	1
NA	NA	Vietnam	Vietnam	1
NA	NA	Vanuatu	Vanuatu	1
NA	NA	Samoa	Samoa	1
NA	NA	Yemen, Rep.	Yemen, Rep.	1
NA	NA	South Africa	South Africa	1
NA	NA	Zambia	Zambia	1
NA	NA	Zimbabwe	Zimbabwe	1
