fill	y	x	density	scaled	count	group	PANEL	ymin	ymax
#F8766D	0.0561937526122428	0.125511474826543	0.00647674120060814	0.0118131278734671	0.323837060030407	1	1	0.0454545454545454	0.0561937526122428
#F8766D	0.0604895472391667	0.127290517701477	0.00906750508484959	0.0165385019630834	0.453375254242479	1	1	0.0454545454545454	0.0604895472391667
#F8766D	0.0657898733067799	0.12906956057641	0.0122640948995979	0.0223688606374579	0.613204744979895	1	1	0.0454545454545454	0.0657898733067799
#F8766D	0.0720565479487079	0.130848603451343	0.0160434828235091	0.0292622027435787	0.802174141175454	1	1	0.0454545454545454	0.0720565479487079
#F8766D	0.0791515922082922	0.132627646326276	0.0203224547067595	0.0370667514291215	1.01612273533797	1	1	0.0454545454545454	0.0791515922082922
#F8766D	0.0868329143115466	0.13440668920121	0.0249550066829667	0.0455162057427013	1.24775033414833	1	1	0.0454545454545454	0.0868329143115466
#F8766D	0.0947641018813885	0.136185732076143	0.0297382507855379	0.0542405120695273	1.48691253927689	1	1	0.0454545454545454	0.0947641018813885
#F8766D	0.102538310023352	0.137964774951076	0.0344268216861439	0.0627921410256873	1.72134108430719	1	1	0.0454545454545454	0.102538310023352
#F8766D	0.109713650239599	0.13974381782601	0.03875421950281	0.0706850152635586	1.9377109751405	1	1	0.0454545454545454	0.109713650239599
#F8766D	0.115855412797153	0.141522860700943	0.0424582738167592	0.0774409540768681	2.12291369083796	1	1	0.0454545454545454	0.115855412797153
#F8766D	0.120517552441005	0.143301903575876	0.0452699778346565	0.082569307685106	2.26349889173283	1	1	0.0454545454545454	0.120517552441005
#F8766D	0.123359844011886	0.145080946450809	0.0469841441274699	0.085695828413075	2.3492072063735	1	1	0.0454545454545454	0.123359844011886
#F8766D	0.124330504002856	0.146859989325743	0.0475695424220537	0.086763554403142	2.37847712110269	1	1	0.0454545454545454	0.124330504002856
#F8766D	0.123453517987153	0.148639032200676	0.0470406382509306	0.0857988697858687	2.35203191254653	1	1	0.0454545454545454	0.123453517987153
#F8766D	0.120911143603429	0.150418075075609	0.0455073499293026	0.0830022579637715	2.27536749646513	1	1	0.0454545454545454	0.120911143603429
#F8766D	0.117043071180047	0.152197117950543	0.0431745423334	0.0787473782980522	2.15872711667	1	1	0.0454545454545454	0.117043071180047
#F8766D	0.112335609496915	0.153976160825476	0.0403355049085957	0.0735691704466064	2.01677524542978	1	1	0.0454545454545454	0.112335609496915
#F8766D	0.10740016451618	0.155755203700409	0.0373589723414639	0.0681401809677979	1.86794861707319	1	1	0.0454545454545454	0.10740016451618
#F8766D	0.102941309395279	0.157534246575342	0.034669867806556	0.0632354403348073	1.7334933903278	1	1	0.0454545454545454	0.102941309395279
#F8766D	0.099716371585919	0.159313289450276	0.032724930226661	0.0596880087445109	1.63624651133305	1	1	0.0454545454545454	0.099716371585919
#F8766D	0.0984901163757912	0.161092332325209	0.0319853842317592	0.0583391280133703	1.59926921158796	1	1	0.0454545454545454	0.0984901163757912
#F8766D	0.0999891457097091	0.162871375200142	0.0328894384049714	0.05998806028068	1.64447192024857	1	1	0.0454545454545454	0.0999891457097091
#F8766D	0.104860518102427	0.164650418075076	0.035827329239567	0.0653465699126699	1.79136646197835	1	1	0.0454545454545454	0.104860518102427
#F8766D	0.113642888121135	0.166429460950009	0.0411239155614333	0.0750071769332481	2.05619577807166	1	1	0.0454545454545454	0.113642888121135
#F8766D	0.127115889815239	0.168208503824942	0.0492493892474053	0.0898274787967634	2.46246946237026	1	1	0.0454545454545454	0.127115889815239
#F8766D	0.145113100284117	0.169987546699875	0.0601033818027353	0.109624410312528	3.00516909013676	1	1	0.0454545454545454	0.145113100284117
#F8766D	0.167610995563463	0.171766589574809	0.0736717060880409	0.13437209511981	3.68358530440205	1	1	0.0454545454545454	0.167610995563463
#F8766D	0.1943684150627	0.173545632449742	0.0898089198271807	0.16380525656897	4.49044599135903	1	1	0.0454545454545454	0.1943684150627
#F8766D	0.224911142592874	0.175324675324675	0.108229026532343	0.197402256852161	5.41145132661713	1	1	0.0454545454545454	0.224911142592874
#F8766D	0.258535940716176	0.177103718199609	0.1285079085922	0.234389534787794	6.42539542961002	1	1	0.0454545454545454	0.258535940716176
#F8766D	0.2943474793922	0.178882761074542	0.150105598681821	0.27378222733142	7.50527993409103	1	1	0.0454545454545454	0.2943474793922
#F8766D	0.331337366750044	0.180661803949475	0.172413942672065	0.314471103425049	8.62069713360323	1	1	0.0454545454545454	0.331337366750044
#F8766D	0.368505124863018	0.182440846824408	0.194829559278547	0.35535563734932	9.74147796392735	1	1	0.0454545454545454	0.368505124863018
#F8766D	0.405008289100243	0.184219889699342	0.216844363937413	0.395509118010268	10.8422181968707	1	1	0.0454545454545454	0.405008289100243
#F8766D	0.440315898614156	0.185998932574275	0.238138137851611	0.434347488475572	11.9069068925806	1	1	0.0454545454545454	0.440315898614156
#F8766D	0.474330187259156	0.187777975449208	0.258651918938192	0.471763205985072	12.9325959469096	1	1	0.0454545454545454	0.474330187259156
#F8766D	0.507438989637221	0.189557018324142	0.278619607550206	0.508182888600943	13.9309803775103	1	1	0.0454545454545454	0.507438989637221
#F8766D	0.540533946319951	0.191336061199075	0.298578945919589	0.544587340951947	14.9289472959794	1	1	0.0454545454545454	0.540533946319951
#F8766D	0.574860046487991	0.193115104074008	0.319280778368662	0.58234605113679	15.9640389184331	1	1	0.0454545454545454	0.574860046487991
#F8766D	0.611450531635442	0.194894146948941	0.341348245661616	0.622595584798987	17.0674122830808	1	1	0.0454545454545454	0.611450531635442
#F8766D	0.650954069795492	0.196673189823875	0.3651725549811	0.666049476775042	18.258627749055	1	1	0.0454545454545454	0.650954069795492
#F8766D	0.693410666533007	0.198452232698808	0.39077783340525	0.712751733186308	19.5388916702625	1	1	0.0454545454545454	0.693410666533007
#F8766D	0.738132245921519	0.200231275573741	0.417749107124859	0.761945470513671	20.887455356243	1	1	0.0454545454545454	0.738132245921519
#F8766D	0.783710326227552	0.202010318448675	0.445236930595247	0.812081358850307	22.2618465297624	1	1	0.0454545454545454	0.783710326227552
#F8766D	0.828147405914292	0.203789361323608	0.472036624521957	0.860962146505721	23.6018312260978	1	1	0.0454545454545454	0.828147405914292
#F8766D	0.869087256282035	0.205568404198541	0.496727163751703	0.905995981910239	24.8363581875851	1	1	0.0454545454545454	0.869087256282035
#F8766D	0.90410522270138	0.207347447073474	0.517846255928552	0.944515744971518	25.8923127964276	1	1	0.0454545454545454	0.90410522270138
#F8766D	0.93101389935763	0.209126489948408	0.534074691807867	0.974115289293393	26.7037345903933	1	1	0.0454545454545454	0.93101389935763
#F8766D	0.948141282457314	0.210905532823341	0.544404097522032	0.992955410703046	27.2202048761016	1	1	0.0454545454545454	0.948141282457314
#F8766D	0.954545454545454	0.212684575698274	0.548266409200163	1	27.4133204600082	1	1	0.0454545454545454	0.954545454545454
#F8766D	0.949943848035446	0.214463618573208	0.545491212294589	0.99493823283899	27.2745606147295	1	1	0.0454545454545454	0.949943848035446
#F8766D	0.934844224192223	0.216242661448141	0.536384734095313	0.978328646611446	26.8192367047656	1	1	0.0454545454545454	0.934844224192223
#F8766D	0.911697371261535	0.218021704323074	0.522425027960661	0.952867108387689	26.121251398033	1	1	0.0454545454545454	0.911697371261535
#F8766D	0.882634943202292	0.219800747198007	0.504897679578513	0.920898437522521	25.2448839789257	1	1	0.0454545454545454	0.882634943202292
#F8766D	0.849877148083673	0.221579790072941	0.485141681005214	0.88486486289204	24.2570840502607	1	1	0.0454545454545454	0.849877148083673
#F8766D	0.815401687851024	0.223358832947874	0.464349770539209	0.846941856636127	23.2174885269604	1	1	0.0454545454545454	0.815401687851024
#F8766D	0.780666452749121	0.225137875822807	0.443401191654961	0.808733098024034	22.170059582748	1	1	0.0454545454545454	0.780666452749121
#F8766D	0.746440509079859	0.226916918697741	0.422759762894224	0.771084559987845	21.1379881447112	1	1	0.0454545454545454	0.746440509079859
#F8766D	0.712779487334512	0.228695961572674	0.402459034619661	0.734057436067963	20.122951730983	1	1	0.0454545454545454	0.712779487334512
#F8766D	0.679152955330712	0.230475004447607	0.382179106868525	0.697068250863783	19.1089553434263	1	1	0.0454545454545454	0.679152955330712
#F8766D	0.644698665605566	0.23225404732254	0.361399964188463	0.659168532166123	18.0699982094231	1	1	0.0454545454545454	0.644698665605566
#F8766D	0.608548950239285	0.234033090197474	0.339598322087236	0.619403845263214	16.9799161043618	1	1	0.0454545454545454	0.608548950239285
#F8766D	0.570155256682349	0.235812133072407	0.316443352334604	0.577170782350584	15.8221676167302	1	1	0.0454545454545454	0.570155256682349
#F8766D	0.529533758544169	0.23759117594734	0.291944809121998	0.532487134398586	14.5972404560999	1	1	0.0454545454545454	0.529533758544169
#F8766D	0.487374509408326	0.239370218822274	0.266518858969885	0.486111960349158	13.3259429484943	1	1	0.0454545454545454	0.487374509408326
#F8766D	0.445264401799319	0.241149261697207	0.241122545731081	0.439790841979251	12.056127286554	1	1	0.0454545454545454	0.445264401799319
#F8766D	0.404903956113156	0.24292830457214	0.216781441438002	0.395394351724472	10.8390720719001	1	1	0.0454545454545454	0.404903956113156
#F8766D	0.367923487958109	0.244707347447073	0.194478778103503	0.35471583675392	9.72393890517515	1	1	0.0454545454545454	0.367923487958109
#F8766D	0.335634904692269	0.246486390322007	0.175005757937648	0.319198395161496	8.75028789688241	1	1	0.0454545454545454	0.335634904692269
#F8766D	0.308853344957599	0.24826543319694	0.15885398539029	0.289738679453359	7.94269926951451	1	1	0.0454545454545454	0.308853344957599
#F8766D	0.287832304224911	0.250044476071873	0.146176341818113	0.266615534647402	7.30881709090565	1	1	0.0454545454545454	0.287832304224911
#F8766D	0.272305257548568	0.251823518946807	0.136812087878719	0.249535783303424	6.84060439393593	1	1	0.0454545454545454	0.272305257548568
#F8766D	0.261604067757529	0.25360256182174	0.130358274687726	0.237764474533283	6.51791373438632	1	1	0.0454545454545454	0.261604067757529
#F8766D	0.254812549741393	0.255381604696673	0.126262357372428	0.230293804715532	6.31311786862142	1	1	0.0454545454545454	0.254812549741393
#F8766D	0.250913603745377	0.257160647571606	0.123910930139437	0.226004964119915	6.19554650697187	1	1	0.0454545454545454	0.250913603745377
#F8766D	0.248898914965175	0.25893969044654	0.122695885337942	0.223788806461692	6.13479426689712	1	1	0.0454545454545454	0.248898914965175
#F8766D	0.247827726736457	0.260718733321473	0.122049859161832	0.222610499410103	6.10249295809161	1	1	0.0454545454545454	0.247827726736457
#F8766D	0.246809565844428	0.262497776196406	0.121435813403945	0.221490522428871	6.07179067019726	1	1	0.0454545454545454	0.246809565844428
#F8766D	0.244950021901319	0.26427681907134	0.120314335375463	0.219445024091451	6.01571676877315	1	1	0.0454545454545454	0.244950021901319
#F8766D	0.24155221116085	0.266055861946273	0.118265139332262	0.215707432276935	5.91325696661312	1	1	0.0454545454545454	0.24155221116085
#F8766D	0.236028850852223	0.267834904821206	0.11493403911682	0.209631735937445	5.74670195584099	1	1	0.0454545454545454	0.236028850852223
#F8766D	0.227958617462863	0.269613947696139	0.110066937446849	0.20075447920915	5.50334687234247	1	1	0.0454545454545454	0.227958617462863
#F8766D	0.217149996565701	0.271392990571073	0.103548333302387	0.188864996222271	5.17741666511935	1	1	0.0454545454545454	0.217149996565701
#F8766D	0.203687834293353	0.273172033446006	0.095429396796344	0.174056617722689	4.7714698398172	1	1	0.0454545454545454	0.203687834293353
#F8766D	0.187944371051583	0.274951076320939	0.0859346235304101	0.156738808156742	4.29673117652051	1	1	0.0454545454545454	0.187944371051583
#F8766D	0.170545859237703	0.276730119195873	0.0754417019730247	0.137600445161473	3.77208509865124	1	1	0.0454545454545454	0.170545859237703
#F8766D	0.152297297517703	0.278509162070806	0.0644361212250037	0.117527027269473	3.22180606125019	1	1	0.0454545454545454	0.152297297517703
#F8766D	0.134078227029471	0.280288204945739	0.0534483264339015	0.0974860497324183	2.67241632169508	1	1	0.0454545454545454	0.134078227029471
#F8766D	0.116729395371241	0.282067247820672	0.0429853666331178	0.0784023349083649	2.14926833165589	1	1	0.0454545454545454	0.116729395371241
#F8766D	0.100951845145055	0.283846290695606	0.033470035743783	0.0610470296595602	1.67350178718915	1	1	0.0454545454545454	0.100951845145055
#F8766D	0.0872454288086177	0.285625333570539	0.0252037913092241	0.0459699716894795	1.2601895654612	1	1	0.0454545454545454	0.0872454288086177
#F8766D	0.0760436794233662	0.287404376445472	0.0184480941057909	0.0336480473657028	0.922404705289545	1	1	0.0454545454545454	0.0760436794233662
#F8766D	0.0671361963425284	0.289183419320406	0.0130760529656746	0.0238498159767813	0.653802648283728	1	1	0.0454545454545454	0.0671361963425284
#F8766D	0.0603259674947075	0.290962462195339	0.00896885127782581	0.0163585642441783	0.44844256389129	1	1	0.0454545454545454	0.0603259674947075
#F8766D	0.0553177369625577	0.292741505070272	0.00594842225048656	0.0108495106588135	0.297421112524328	1	1	0.0454545454545454	0.0553177369625577
#F8766D	0.051774811418055	0.294520547945205	0.00381170847750372	0.00695229255986048	0.190585423875186	1	1	0.0454545454545454	0.051774811418055
#F8766D	0.0493642151984031	0.296299590820139	0.00235789465078568	0.0043006367182434	0.117894732539284	1	1	0.0454545454545454	0.0493642151984031
#F8766D	0.0477872542439395	0.298078633695072	0.0014068404588378	0.00256597966833343	0.0703420229418898	1	1	0.0454545454545454	0.0477872542439395
#F8766D	0.0467958576091973	0.299857676570005	0.000808936038512224	0.00147544337011698	0.0404468019256112	1	1	0.0454545454545454	0.0467958576091973
#F8766D	0.0461972116591983	0.301636719444939	0.000447896826585279	0.00081693282511816	0.0223948413292639	1	1	0.0454545454545454	0.0461972116591983
#F8766D	0.0458502002606338	0.303415762319872	0.000238616663798535	0.000435220286697192	0.0119308331899268	1	1	0.0454545454545454	0.0458502002606338
#F8766D	0.0456572139449843	0.305194805194805	0.000122227958062013	0.000222935339482725	0.00611139790310066	1	1	0.0454545454545454	0.0456572139449843
#F8766D	0.0455542964603628	0.306973848069738	6.01591383509286e-05	0.000109726106399062	0.00300795691754643	1	1	0.0454545454545454	0.0455542964603628
#F8766D	0.0455016921486482	0.308752890944672	2.8433843549542e-05	5.18613635130823e-05	0.0014216921774771	1	1	0.0454545454545454	0.0455016921486482
#F8766D	0.045476657953146	0.310531933819605	1.33358942267991e-05	2.43237484606326e-05	0.000666794711339953	1	1	0.0454545454545454	0.045476657953146
#F8766D	0.045464706711874	0.312310976694538	6.12818367533058e-06	1.11773830614038e-05	0.000306409183766529	1	1	0.0454545454545454	0.045464706711874
#F8766D	0.0454590368376784	0.314090019569472	2.70872195289946e-06	4.94052144622734e-06	0.000135436097644973	1	1	0.0454545454545454	0.0454590368376784
#F8766D	0.0454564528131458	0.315869062444405	1.15031471593502e-06	2.09809446034302e-06	5.75157357967511e-05	1	1	0.0454545454545454	0.0454564528131458
#F8766D	0.0454553229084502	0.317648105319338	4.68877046728513e-07	8.55199295197627e-07	2.34438523364257e-05	1	1	0.0454545454545454	0.0454553229084502
#F8766D	0.0454548493664694	0.319427148194271	1.8328716915526e-07	3.34303116294592e-07	9.16435845776302e-06	1	1	0.0454545454545454	0.0454548493664694
#F8766D	0.045454659310576	0.321206191069205	6.86657807158117e-08	1.2524163356275e-07	3.43328903579059e-06	1	1	0.0454545454545454	0.045454659310576
#F8766D	0.0454545863109048	0.322985233944138	2.46401864057206e-08	4.4941995337024e-08	1.23200932028603e-06	1	1	0.0454545454545454	0.0454545863109048
#F8766D	0.0454545594912857	0.324764276819071	8.46546047216246e-09	1.54404142404279e-08	4.23273023608123e-07	1	1	0.0454545454545454	0.0454545594912857
#F8766D	0.0454545500700933	0.326543319694005	2.78360484431947e-09	5.07710265959996e-09	1.39180242215974e-07	1	1	0.0454545454545454	0.0454545500700933
#F8766D	0.0454545469066936	0.328322362568938	8.75780474002432e-10	1.59736299599325e-09	4.37890237001216e-08	1	1	0.0454545454545454	0.0454545469066936
#F8766D	0.0454545458916008	0.330101405443871	2.63585027945044e-10	4.80760855529293e-10	1.31792513972522e-08	1	1	0.0454545454545454	0.0454545458916008
#F8766D	0.0454545455803594	0.331880448318805	7.58774940125413e-11	1.38395299692416e-10	3.79387470062707e-09	1	1	0.0454545454545454	0.0454545455803594
#F8766D	0.0454545454905524	0.333659491193738	2.17155470264729e-11	3.96076554428213e-11	1.08577735132365e-09	1	1	0.0454545454545454	0.0454545454905524
#F8766D	0.0454545454654615	0.335438534068671	6.58338144530092e-12	1.20076323021596e-11	3.29169072265046e-10	1	1	0.0454545454545454	0.0454545454654615
#F8766D	0.0454545454576685	0.337217576943604	1.88347011334364e-12	3.43531918377297e-12	9.4173505667182e-11	1	1	0.0454545454545454	0.0454545454576685
#F8766D	0.0454545454553908	0.338996619818538	5.09804829248709e-13	9.2984873903261e-13	2.54902414624354e-11	1	1	0.0454545454545454	0.0454545454553908
#F8766D	0.0454545454547623	0.340775662693471	1.30799681462885e-13	2.38569569953596e-13	6.53998407314425e-12	1	1	0.0454545454545454	0.0454545454547623
#F8766D	0.0454545454545983	0.342554705568404	3.18550697000862e-14	5.81014433230696e-14	1.59275348500431e-12	1	1	0.0454545454545454	0.0454545454545983
#F8766D	0.0454545454545577	0.344333748443337	7.36446938877589e-15	1.34322826735264e-14	3.68223469438794e-13	1	1	0.0454545454545454	0.0454545454545577
#F8766D	0.0454545454545481	0.346112791318271	1.61292374369078e-15	2.94186132257087e-15	8.06461871845388e-14	1	1	0.0454545454545454	0.0454545454545481
#F8766D	0.045454545454546	0.347891834193204	3.3435270400453e-16	6.0983620078476e-16	1.67176352002265e-14	1	1	0.0454545454545454	0.045454545454546
#F8766D	0.0454545454545455	0.349670877068137	5.78222712137582e-17	1.05463822410919e-16	2.89111356068791e-15	1	1	0.0454545454545454	0.0454545454545455
#F8766D	0.0454545454545454	0.351449919943071	2.36158026265247e-19	4.30735901930898e-19	1.18079013132624e-17	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.353228962818004	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.355008005692937	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.356787048567871	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.358566091442804	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.360345134317737	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.36212417719267	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.363903220067604	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.365682262942537	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.36746130581747	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.369240348692403	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.371019391567337	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.37279843444227	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.374577477317203	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.376356520192137	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.37813556306707	3.90751163605915e-20	7.12703089317401e-20	1.95375581802957e-18	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.379914605942003	3.28364982800588e-19	5.9891501155364e-19	1.64182491400294e-17	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.381693648816937	1.19800023378212e-20	2.18506954589799e-20	5.99000116891062e-19	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.38347269169187	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.385251734566803	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.387030777441736	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.38880982031667	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.390588863191603	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.392367906066536	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.39414694894147	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.395925991816403	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.397705034691336	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.399484077566269	0	0	0	1	1	0.0454545454545454	0.0454545454545454
#F8766D	0.0454545454545454	0.401263120441203	0	0	0	1	1	0.0454545454545454	0.0454545454545454
